customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_category,loan_category,Interest_Rate_Category(%),age_group,employment_duration_bucket,cred_hist_bucket
7776.0,24,54996,OWN,4.0,EDUCATION,A,10000,10.37,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7778.0,26,36000,RENT,1.0,VENTURE,A,7000,8.94,6,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7779.0,26,36120,RENT,0.0,PERSONAL,B,7000,14.22,6,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
7781.0,24,37000,RENT,2.0,PERSONAL,A,7000,9.99,4,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7782.0,24,37000,RENT,2.0,MEDICAL,A,7000,7.51,4,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7783.0,22,54996,MORTGAGE,3.0,EDUCATION,A,5000,10.75,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7784.0,22,37000,RENT,0.0,PERSONAL,A,7000,10.95,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7785.0,25,37200,RENT,0.0,DEBTCONSOLIDATION,A,7000,12.42,5,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7786.0,25,37200,RENT,6.0,VENTURE,A,7000,7.14,5,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7787.0,21,48996,MORTGAGE,5.0,VENTURE,C,15000,15.58,7,Y,3,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7788.0,21,37200,RENT,1.0,DEBTCONSOLIDATION,A,7000,10.99,1,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7789.0,23,54996,MORTGAGE,7.0,PERSONAL,B,8000,14.35,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7790.0,25,48996,MORTGAGE,8.0,PERSONAL,A,5000,9.88,5,N,2,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7791.0,23,37500,RENT,5.0,PERSONAL,A,7000,12.69,3,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7793.0,25,54996,MORTGAGE,0.0,VENTURE,A,10000,8.94,5,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,25 - 34,0 - 5,0 - 5
7795.0,26,38000,RENT,5.0,EDUCATION,A,7000,7.51,6,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7796.0,25,38400,RENT,0.0,DEBTCONSOLIDATION,A,7000,9.99,5,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7797.0,23,38500,RENT,2.0,MEDICAL,A,7000,11.14,3,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7798.0,21,39600,RENT,3.0,EDUCATION,C,7000,14.96,1,Y,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7799.0,22,39996,RENT,3.0,PERSONAL,A,7000,9.63,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7800.0,22,48996,OTHER,3.0,DEBTCONSOLIDATION,C,10000,14.11,2,N,4,DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7801.0,24,54996,OWN,0.0,VENTURE,A,12000,11.26,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7802.0,24,54996,MORTGAGE,8.0,MEDICAL,A,19000,10.83,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7803.0,24,39996,RENT,1.0,MEDICAL,B,7000,13.11,4,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7804.0,22,40000,RENT,0.0,DEBTCONSOLIDATION,A,7000,10.65,2,Y,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7805.0,22,40000,RENT,6.0,MEDICAL,A,7000,7.9,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7806.0,22,40000,RENT,2.0,EDUCATION,A,7000,11.99,2,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7807.0,22,40000,RENT,1.0,DEBTCONSOLIDATION,A,7000,11.11,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7808.0,21,40000,RENT,3.0,EDUCATION,C,7000,14.46,1,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7809.0,24,40000,RENT,3.0,VENTURE,A,7000,7.88,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7810.0,22,40000,RENT,1.0,EDUCATION,A,7000,11.14,2,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7811.0,22,55000,MORTGAGE,2.0,MEDICAL,A,20000,11.71,7,NEW,2,NO DEFAULT,"$40,001 - $60,000","$20,001+",9.01 - 13,18 - 24,0 - 5,0 - 5
7812.0,25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7813.0,24,34000,RENT,0.0,EDUCATION,D,7000,17.04,4,N,2,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",17.01 - 21,18 - 24,0 - 5,0 - 5
7814.0,23,55000,MORTGAGE,8.0,VENTURE,A,7200,11.71,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7815.0,23,55000,MORTGAGE,3.0,PERSONAL,A,7500,7.51,3,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7816.0,23,40000,RENT,4.0,MEDICAL,A,7000,11.58,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7817.0,24,40000,RENT,2.0,EDUCATION,B,7000,11.34,4,Y,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7818.0,24,40040,RENT,0.0,MEDICAL,B,7000,13.23,4,Y,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7819.0,23,34320,RENT,5.0,DEBTCONSOLIDATION,E,7000,18.3,3,Y,3,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",17.01 - 21,18 - 24,6 - 10,0 - 5
7820.0,24,55000,MORTGAGE,8.0,MEDICAL,A,15000,9.91,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7821.0,25,55000,MORTGAGE,6.0,PERSONAL,B,15000,15.27,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,25 - 34,6 - 10,0 - 5
7822.0,24,40800,RENT,0.0,MEDICAL,A,7000,11.86,4,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7823.0,21,41000,RENT,5.0,EDUCATION,A,7000,5.79,1,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7824.0,22,55000,MORTGAGE,5.0,EDUCATION,C,11100,16.77,7,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7826.0,24,55000,MORTGAGE,5.0,PERSONAL,A,3100,11.71,4,NEW,2,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7827.0,22,55000,MORTGAGE,6.0,EDUCATION,B,1400,13.49,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7828.0,22,35000,RENT,2.0,MEDICAL,E,7000,18.09,2,Y,2,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",17.01 - 21,18 - 24,0 - 5,0 - 5
7829.0,23,55000,MORTGAGE,7.0,VENTURE,A,5200,8.9,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7830.0,26,55000,MORTGAGE,6.0,EDUCATION,A,11500,8.9,7,NEW,4,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,25 - 34,6 - 10,0 - 5
7831.0,24,41000,RENT,1.0,MEDICAL,B,7000,12.53,4,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7832.0,25,55000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.03,5,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7833.0,22,55000,MORTGAGE,6.0,PERSONAL,B,3250,13.49,2,Y,4,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7834.0,24,55000,MORTGAGE,1.0,MEDICAL,A,5225,9.91,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7835.0,22,42000,RENT,2.0,EDUCATION,B,7000,14.27,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7836.0,26,55000,MORTGAGE,6.0,PERSONAL,A,3775,11.71,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7838.0,25,55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7839.0,22,42000,RENT,6.0,DEBTCONSOLIDATION,B,7000,12.68,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7840.0,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500,7.51,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7841.0,25,42000,RENT,8.0,MEDICAL,A,7000,5.79,5,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7842.0,23,55000,MORTGAGE,7.0,VENTURE,A,6500,7.9,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7843.0,23,55000,MORTGAGE,7.0,PERSONAL,C,6625,16.77,3,Y,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7846.0,22,42000,RENT,4.0,MEDICAL,B,7000,13.61,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7847.0,26,36000,RENT,3.0,DEBTCONSOLIDATION,C,7000,14.96,6,Y,4,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
7848.0,23,42000,RENT,2.0,EDUCATION,A,7000,7.88,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7849.0,25,55000,MORTGAGE,9.0,VENTURE,A,5000,9.91,5,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7850.0,22,42000,RENT,4.0,EDUCATION,A,7000,8.63,2,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7851.0,24,55000,MORTGAGE,3.0,PERSONAL,A,15000,6.62,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
7852.0,22,36614,RENT,5.0,MEDICAL,A,7000,9.99,2,N,4,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7854.0,23,55000,MORTGAGE,8.0,EDUCATION,A,12375,9.91,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7855.0,26,43000,RENT,2.0,MEDICAL,A,7000,9.99,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7857.0,25,49000,MORTGAGE,8.0,MEDICAL,A,18200,11.99,7,N,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7858.0,25,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6500,10.99,5,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7859.0,25,55000,MORTGAGE,9.0,EDUCATION,A,6300,11.49,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7860.0,23,55000,MORTGAGE,1.0,EDUCATION,A,4400,10.59,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7861.0,26,43000,RENT,8.0,MEDICAL,A,7000,7.29,6,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7862.0,21,55000,MORTGAGE,5.0,PERSONAL,A,12000,5.42,7,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,18 - 24,6 - 10,0 - 5
7863.0,22,37200,RENT,6.0,DEBTCONSOLIDATION,A,7000,7.9,2,N,4,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7864.0,22,55000,OWN,6.0,MEDICAL,A,4800,11.99,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7865.0,23,55000,OWN,5.0,VENTURE,B,15000,13.49,7,NEW,2,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7866.0,23,49000,MORTGAGE,4.0,VENTURE,D,11400,17.99,7,Y,4,DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",17.01 - 21,18 - 24,0 - 5,0 - 5
7867.0,25,55000,MORTGAGE,3.0,EDUCATION,C,5000,15.99,5,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
7868.0,22,55000,OWN,1.0,VENTURE,A,10000,10.99,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7869.0,25,55000,MORTGAGE,9.0,VENTURE,A,6500,7.49,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7870.0,22,55000,MORTGAGE,6.0,MEDICAL,A,9500,7.49,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7871.0,23,44500,RENT,2.0,EDUCATION,A,7000,8.0,3,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7872.0,26,45000,RENT,5.0,DEBTCONSOLIDATION,A,7000,8.9,6,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7873.0,22,39000,RENT,2.0,PERSONAL,A,7000,8.9,2,N,3,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7874.0,24,55000,MORTGAGE,8.0,VENTURE,A,1800,7.49,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,18 - 24,6 - 10,0 - 5
7877.0,23,39000,RENT,1.0,VENTURE,C,7000,16.77,3,N,3,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7878.0,26,45000,RENT,1.0,VENTURE,A,7000,7.51,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7879.0,22,55000,MORTGAGE,7.0,VENTURE,A,3000,5.99,2,NEW,4,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,18 - 24,6 - 10,0 - 5
7880.0,26,55000,MORTGAGE,10.0,VENTURE,A,10000,7.49,6,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,25 - 34,11 - 15,0 - 5
7881.0,21,49000,MORTGAGE,4.0,MEDICAL,A,2000,11.99,1,N,2,DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7882.0,26,55000,MORTGAGE,10.0,VENTURE,B,2800,13.49,6,NEW,2,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",13.01 - 17,25 - 34,11 - 15,0 - 5
7883.0,24,55000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4200,15.23,4,Y,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7884.0,21,45000,RENT,2.0,EDUCATION,A,7000,7.51,1,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7885.0,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,5.42,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,18 - 24,6 - 10,0 - 5
7886.0,25,45000,RENT,9.0,EDUCATION,A,7000,10.99,5,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7887.0,23,55000,MORTGAGE,0.0,EDUCATION,B,11075,13.49,7,NEW,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7888.0,24,45000,RENT,5.0,VENTURE,A,7000,5.42,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7889.0,24,55000,OWN,4.0,VENTURE,C,9000,16.49,4,Y,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7890.0,24,39000,RENT,8.0,PERSONAL,C,7000,14.42,4,N,4,DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7891.0,26,45600,RENT,0.0,MEDICAL,A,7000,9.99,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7892.0,25,46000,RENT,9.0,MEDICAL,A,7000,8.49,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7893.0,25,46000,RENT,5.0,EDUCATION,A,7000,10.25,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
7894.0,23,46000,RENT,1.0,EDUCATION,A,7000,7.4,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7895.0,22,55000,MORTGAGE,7.0,MEDICAL,A,13500,9.67,7,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7897.0,25,46000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.07,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7898.0,25,46800,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.63,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
7899.0,23,55000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850,5.42,3,NEW,2,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",5 - 9,18 - 24,6 - 10,0 - 5
7900.0,24,47000,RENT,8.0,VENTURE,A,7000,6.62,4,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7901.0,24,55000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,8.49,4,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7902.0,23,55000,MORTGAGE,1.0,VENTURE,A,1500,11.49,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7903.0,24,47000,RENT,3.0,MEDICAL,A,7000,6.54,4,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7904.0,25,55000,OWN,1.0,PERSONAL,B,6000,15.23,5,Y,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
7905.0,23,55000,MORTGAGE,4.0,EDUCATION,A,8000,7.49,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7906.0,21,47000,RENT,5.0,VENTURE,C,7000,14.96,1,Y,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7907.0,23,55000,MORTGAGE,7.0,MEDICAL,A,8000,7.49,3,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7908.0,23,55000,MORTGAGE,7.0,MEDICAL,B,10000,13.99,3,Y,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",13.01 - 17,18 - 24,6 - 10,0 - 5
7909.0,22,41500,RENT,3.0,VENTURE,C,7000,15.7,2,Y,3,DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7910.0,26,48000,RENT,10.0,MEDICAL,A,7000,12.69,6,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,11 - 15,0 - 5
7911.0,26,48000,RENT,5.0,MEDICAL,A,7000,5.79,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7912.0,23,48000,RENT,6.0,EDUCATION,A,7000,8.94,3,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
7913.0,26,48000,RENT,10.0,MEDICAL,A,7000,9.63,6,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,25 - 34,11 - 15,0 - 5
7914.0,23,55000,MORTGAGE,2.0,EDUCATION,A,5000,11.11,3,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7915.0,25,48226,RENT,9.0,MEDICAL,A,7000,7.9,5,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
7917.0,21,50000,RENT,4.0,MEDICAL,B,7000,15.27,1,Y,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
7919.0,24,50000,RENT,8.0,DEBTCONSOLIDATION,A,7000,11.71,4,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
7920.0,26,55000,MORTGAGE,2.0,MEDICAL,A,11300,7.29,7,NEW,4,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,25 - 34,0 - 5,0 - 5
7921.0,22,55000,MORTGAGE,4.0,PERSONAL,A,5000,7.66,2,NEW,2,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7923.0,26,55000,MORTGAGE,10.0,VENTURE,A,5000,6.92,6,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,25 - 34,11 - 15,0 - 5
7924.0,21,50000,RENT,1.0,MEDICAL,A,7000,10.37,1,NEW,4,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7925.0,22,50000,RENT,2.0,VENTURE,A,7000,7.66,2,NEW,3,NO DEFAULT,"$40,001 - $60,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
7926.0,26,55000,MORTGAGE,1.0,EDUCATION,A,10000,10.0,6,NEW,2,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,25 - 34,0 - 5,0 - 5
7927.0,22,55000,MORTGAGE,1.0,EDUCATION,A,12000,9.63,7,NEW,4,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
7928.0,24,55000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,5.79,4,NEW,3,NO DEFAULT,"$40,001 - $60,000","$10,001 - $15,000",5 - 9,18 - 24,6 - 10,0 - 5
